"ID","SRV_ID","ORD_ID","DRV_ID","AUTO_ID","OPR_REG_ID","OPR_UPD_ID","RGN_ID","DVC_ID","BGN_RLY","END_RLY","TME_UPD","ABS_SEC","NM_ORD","NM_LGT","CALL","NOM","AUTO_CLR","AUTO_MDL","DST","FL_ONLINE","QUEUE","ST","MRK","ENB"
37274,256,474655,13380,21409,0,1700,2,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",5,0,2034,"о3**ак11","черный","Рено Логан","Север","2",9,20,0,1,0
37275,243,0,12752,20801,0,1743,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",4,0,28,"н9**ае11","серебристый","ДЭУ","Юго-запад","2",9,10,0,1,0
37278,246,0,14023,26964,0,2,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,214,0,"черный","Форд Фокус","Север","2","513082",9,0,1,0,0
37279,243,474636,13498,21526,0,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,0,0,"сине-зеленый","ВАЗ 21099","Юго-запад","2","513209",9,0,1,0,0
37280,246,0,13149,21187,0,1804,2,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",3,0,27,"н5**ет11","белый","Шевроле Ланос","Север","2",9,40,0,1,0
37282,243,0,12779,20828,0,1747,1,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",6,0,83,"о7**вм11","черный","Лада Приора","Центр","2",9,10,0,1,0
37284,243,474669,13475,21503,0,4,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,841,0,"синий","ВАЗ 2112","Юго-восток","2","513245",9,0,1,0,0
37287,256,0,12652,20702,0,2,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,10,0,"серый","ВАЗ 2114","Север","2","513197",9,0,1,0,0
37290,249,0,12952,20993,0,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,99,0,"черный","Хёндай гетц","Юго-запад","2","513166",9,0,1,0,0
37292,256,474732,12562,20613,0,1700,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",4,0,507,"о4**кс11","серебристый","ВАЗ 2115","Юго-запад","2",9,20,0,1,0
37294,245,0,14082,27021,0,1820,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",4,0,1203,"н3**ср11","синий","ВАЗ 2109","Юго-запад","2",9,10,0,1,0
37295,246,0,13229,21261,0,1804,2,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2,0,314,"о5**ех11","серебристый","Дэу Нексия","Север","2",9,40,0,1,0
37296,246,474635,13177,21214,0,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,57,0,"серый","Рено Логан","Юго-запад","2","513207",9,0,1,0,0
37297,249,474410,12942,20983,0,1763,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",1,0,89,"о3**вв11","темно-синий","Ауди А6","Юго-запад","2",9,20,0,1,0
37298,243,474687,13485,21513,0,1743,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",5,0,873,"о0**ех11","черный","Рено Логан","0","2",9,20,0,1,0
37299,249,474735,12928,20969,0,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,74,0,"черный","Дэу Нексия","Юго-запад","2","513310",9,0,1,0,0
37300,249,0,12905,20946,0,2,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,49,0,"серебристый","ГАЗ 31105","Север","2","513068",9,0,1,0,0
37303,246,474481,13408,24776,0,1804,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",4,0,298,"о9**кн11","черный","Шевроле - Авео","Юго-запад","2",9,20,0,1,0
37304,249,0,13444,21472,0,2,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,5155,0,"серебристый","Шевроле - Круз","Север","2","512515",9,0,1,0,0
37305,243,0,12755,20804,0,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,36,0,"серебристый","ВАЗ 2111","Юго-запад","2","513186",9,0,1,0,0
37306,256,0,12683,20732,0,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,89,0,"черный","ВАЗ 2110","Юго-запад","2","513127",9,0,1,0,0
37307,249,474690,12862,20903,0,1763,-1,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2,0,1,"о0**еу11","серебристый","Дэу Нексия","0","2",9,20,0,1,0
37308,246,0,13154,21192,0,1804,4,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",4,0,33,"н8**уе11","темно-синий","Хёндай гетц","Юго-восток","2",9,10,0,1,0
37309,246,474656,12836,20877,0,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,226,0,"черный","Лексус ЛС-400","Юго-запад","2","513234",9,0,1,0,0
37310,246,474581,12821,20862,0,1804,2,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2,0,209,"н3**рп11","синий","Мерседес","Север","2",9,20,0,1,0
37311,243,474627,12795,20843,0,2,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,166,0,"серебристый","ВАЗ 2110","Север","2","513199",9,0,1,0,0
37313,246,0,12816,20857,0,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,204,0,"черный","Шевроле универс","Юго-запад","2","513058",9,0,1,0,0
37314,249,0,13431,21459,0,1763,1,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",4,0,5122,"о4**ен11","темно-зеленый","Ниссан Максима","Центр","2",9,10,0,1,0
26148,254,0,13506,20852,1903,1882,-1,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",1000,0,0,"Тайота Камри","0","383444","10","0",1,0,0,0,0
37188,243,474684,13040,21078,1747,1743,2,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",3,0,0,"н3**уа11","черный","ВАЗ 2114","Север","2",9,20,0,1,0
37346,245,474737,13966,26883,0,2,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,1206,0,"бордовый","ВАЗ 21099","Север","2","513313",9,0,1,0,0
37197,243,474652,12763,20812,1747,1,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,51,0,"серый","КИА Церато","Центр","2","513230",9,0,1,0,0
37199,243,474688,12802,20846,1747,2,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,303,0,"серый","Лада Приора","Север","2","513266",9,0,1,0,0
37201,243,0,13641,26541,1747,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,834,0,"вишневый","Дэу Нексия","Юго-запад","2","513168",9,0,1,0,0
37202,243,474720,13583,22048,1747,1,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,839,0,"белый","Ауди 100 Универ","Центр","2","513294",9,0,1,0,0
37206,243,474442,13069,21107,1747,1743,1,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",4,0,0,"н2**рр11","зеленый","ВАЗ 2112","Центр","2",9,20,0,1,0
37315,246,0,12605,20656,0,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,3089,0,"красный","Мазда","Юго-запад","2","513132",9,0,1,0,0
37316,246,474663,13201,21238,0,1804,4,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",3,0,85,"н7**су11","серый","Киа - Спектра","Юго-восток","2",9,20,0,1,0
37317,256,474622,12670,20720,0,1700,2,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",4,0,52,"н1**хс11","синий","Дэу Нексия","Север","2",9,20,0,1,0
37318,246,474632,12814,20855,0,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,202,0,"белый","Ауди А4","Юго-запад","2","513224",9,0,1,0,0
37319,245,0,13826,26745,0,1820,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",4,0,1146,"н7**кн11","темно-синий","Мерседес","Юго-запад","2",9,10,0,1,0
37320,246,0,13664,24431,0,1,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,322,0,"черный","КИА Церато","Центр","2","513165",9,0,1,0,0
37321,256,0,13104,21142,0,4,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,611,0,"серебристый","ВАЗ 2114","Юго-восток","1","512589",9,2,1,0,0
37322,246,474413,13233,21265,0,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,319,0,"белый","Рено Логан","Юго-запад","2","512955",9,0,1,0,0
37323,245,474616,12634,20684,0,1820,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",3,0,1263,"к4**хн11","бордовый","ДЭУ","Юго-запад","2",9,20,0,1,0
37324,245,0,12626,26604,0,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,1245,0,"красный","Шевроле - Авео","Юго-запад","2","512999",9,0,1,0,0
37327,249,474700,13024,21062,0,1763,2,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",6,0,794,"о8**ае11","вишневый","Дэу Нексия","Север","2",9,20,0,1,0
37329,243,474697,12748,20797,0,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,22,0,"серебристый","Киа - Спектра","Юго-запад","2","513275",9,0,1,0,0
37330,243,474728,12742,20791,0,1747,4,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",4,0,13,"о1**ва11","темно-синий","Дэу Нексия","Юго-восток","2",9,20,0,1,0
37331,245,474550,12627,20677,0,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,1246,0,"черный","ВАЗ 2115","Юго-запад","2","513190",9,0,1,0,0
37332,256,0,12566,20617,0,1700,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2,0,512,"о9**ет11","серебристый","ВАЗ 2109","Юго-запад","2",9,10,0,1,0
37334,256,474712,13392,21421,0,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,2049,0,"черный","Лада Калина","Юго-запад","2","513286",9,0,1,0,0
37335,243,474517,13067,21105,0,1743,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",3,0,0,"н4**ос11","серый","ВАЗ 2115","Юго-запад","2",9,20,0,1,0
37336,246,0,13134,21172,0,4,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,11,0,"бежевый","Ниссан Ноте","Юго-восток","2","513125",9,0,1,0,0
37355,249,0,12916,20957,0,2,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,62,0,"бордовый","Ниссан Альмера","Север","2","513112",9,0,1,0,0
37338,245,474704,13330,21360,0,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,1180,0,"черный","Хёндай- Солярис","Юго-запад","2","513278",9,0,1,0,0
37339,243,474674,12786,20835,0,2,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,94,0,"зеленый","ВАЗ 2110","Север","2","513270",9,0,1,0,0
37340,243,474716,13562,26444,0,2,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,830,0,"темно-синий","Форд Фьюжин","Север","2","513314",9,0,1,0,0
37343,249,0,14224,27223,0,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,5164,0,"серый","ВАЗ 2112","Юго-запад","2","513048",9,0,1,0,0
37344,246,474672,13180,21217,0,1804,2,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2,0,60,"н4**уо11","зеленый","ВАЗ 2111","Север","2",9,20,0,1,0
37347,245,474657,13711,26987,0,1820,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2,0,1244,"о5**ве11","синий","Ауди 80","Юго-запад","2",9,20,0,1,0
37348,249,0,14141,27101,0,1763,1,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",1,0,5175,"о2**ев11","серебристый","ВАЗ 2112","Центр","2",9,10,0,1,0
37349,245,474696,13281,21312,0,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,1123,0,"черный","Хёндай Акцент","Юго-запад","2","513271",9,0,1,0,0
37350,243,474694,13454,21482,0,1,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,804,0,"серебристый","Шевроле Ланос","Центр","2","513268",9,0,1,0,0
37351,246,474638,13219,21262,0,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,304,0,"синий","Рено Логан","Юго-запад","2","513211",9,0,1,0,0
37352,246,474682,12593,20644,0,2,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,3014,0,"серебристый","Тайота Камри","Север","2","513255",9,0,1,0,0
37353,246,474715,13246,21277,0,1804,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",3,0,372,"н2**ор11","зеленый","Лада Калина","по городу","2",9,20,0,1,0
37354,243,0,13483,21511,0,1743,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",1,0,862,"о6**вк11","бежевый","Киа - Рио","Юго-запад","2",9,10,0,1,0
37254,246,474519,13165,21203,1809,1,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,45,0,"черный","Чери","Центр","2","513071",9,0,1,0,0
37261,246,474739,13227,21186,1809,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,312,0,"серый","Лада Приора","Юго-запад","2","513319",9,0,1,0,0
37267,246,473449,13251,26708,1809,-1,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,0,0,"0","1","511847","20","2",1,0,0,0,0
37091,245,0,13325,21355,1824,4,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,1174,0,"бордовый","Дэу Нексия","Юго-восток","2","512726",9,0,1,0,0
37093,245,474566,12629,20679,1824,1820,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",9,0,1251,"к9**он11","серебристый","ВАЗ 2115","Юго-запад","2",9,20,0,1,0
37116,245,474703,12970,21008,1824,1820,2,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",5,0,0,"о6**ен11","синий","ВАЗ 21099","Север","2",9,20,0,1,0
37247,245,474750,13353,21383,1824,2,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,9999,0,"синий","Дэу Нексия","сто","2","513331",9,0,1,0,0
37250,245,0,13295,21326,1824,2,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,1138,0,"черный","Ауди","Север","2","513047",9,0,1,0,0
27613,254,356311,13505,21533,1885,-1,0,30,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,0,0,"0","386501","20","0","1",0,0,0,0,0
37104,256,474633,13373,26844,1706,1700,2,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",4,0,2027,"о8**ем","серый","Лада Приора","0","2",9,20,0,1,0
37214,256,0,12677,20726,1706,4,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,71,0,"черный","Лада Приора","Юго-восток","1","512964",9,2,1,0,0
37216,256,474711,12567,20618,1706,1700,4,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",4,0,514,"о0**аа11","синий","ВАЗ 21099","Печорская","2",9,20,0,1,0
37217,256,0,12576,20627,1706,1700,3,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2,0,544,"о9**ех11","черный","ВАЗ 2115","Юго-запад","2",9,10,0,1,0
37218,256,474753,12577,20628,1706,1700,4,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",4,0,550,"о2**ав11","серый","ВАЗ 2115","0","2",9,20,0,1,0
37222,256,0,12590,20641,1706,3,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,576,0,"синий","ВАЗ 21099","Юго-запад","2","512971",9,0,1,0,0
37223,256,474650,13106,21144,1706,1700,1,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",1,0,614,"в5**он11","фиолетовый","Лада Калина","Центр","2",9,20,1,0,0
37229,256,0,12701,20750,1706,1700,2,0,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",4,0,919,"н7**уо11","синий","ВАЗ 2107","Север","2",9,40,0,1,0
37232,256,474721,13406,21435,1706,2,0,13,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,2063,0,"светло-зеленый","Лада Калина","Север","2","513295",9,0,1,0,0
